62.084, 53.223, 94.964
60.808, 51.682, 94.964
59.554, 50.125, 94.46
58.364, 48.517, 94.46
57.229, 46.872, 93.985
56.134, 45.198, 93.985
55.138, 43.464, 93.565
54.192, 41.703, 93.227
53.309, 39.908, 93.227
52.533, 38.065, 92.996
51.822, 36.197, 92.89
51.181, 34.303, 92.917
50.653, 32.374, 92.917
50.206, 30.425, 93.076
49.835, 28.461, 93.353
49.544, 26.482, 93.353
49.362, 24.49, 93.73
49.25, 22.494, 94.183
49.206, 20.495, 94.687
49.235, 18.495, 94.687
49.347, 16.499, 95.221
49.513, 14.506, 95.765
49.73, 12.518, 96.305
50.005, 10.537, 96.305
50.333, 8.564, 96.831
50.697, 6.598, 97.337
51.093, 4.637, 97.818
51.534, 2.687, 97.818
51.999, 0.741, 98.274
52.484, -1.199, 98.705
52.995, -3.132, 98.705
53.523, -5.062, 99.112
54.061, -6.988, 99.498
54.611, -8.911, 99.498
55.168, -10.832, 99.865
55.728, -12.752, 99.784
56.289, -14.671, 99.784
56.848, -16.591, 99.449
57.404, -18.513, 99.126
57.951, -20.436, 99.126
58.487, -22.363, 98.813
59.015, -24.292, 96.619
59.523, -26.227, 93.953
60.015, -28.165, 91.21
60.495, -30.107, 88.381
60.94, -32.057, 85.459
61.367, -34.01, 82.433
61.772, -35.969, 79.292
62.137, -37.935, 76.022
62.484, -39.905, 72.604
62.789, -41.881, 69.017
63.059, -43.863, 65.233
63.307, -45.847, 61.216
63.493, -47.839, 56.916
63.655, -49.832, 52.263
63.77, -51.829, 47.154
63.838, -53.827, 41.419
63.88, -55.827, 34.75
63.847, -57.826, 26.449
63.764, -60.579, 0
63.764, -60.579, 0
63.158, -80.57, 0
endData
127
100
200
62.084, 53.223, 31.035, 17.663, 66.152, -15.201, 63.764, -60.579
