-55.988, 60.673, 89.293
-55.964, 58.673, 89.293
-55.844, 56.679, 86.803
-55.599, 54.695, 84.243
-55.162, 52.743, 84.243
-54.526, 50.849, 82
-53.695, 49.034, 80.536
-52.656, 47.331, 80.195
-51.415, 45.768, 81.023
-49.991, 44.369, 82.758
-48.414, 43.144, 84.984
-46.717, 42.09, 87.322
-44.93, 41.193, 89.519
-43.079, 40.437, 91.455
-41.176, 39.821, 91.455
-39.243, 39.312, 93.099
-37.289, 38.888, 94.471
-35.32, 38.537, 95.611
-33.342, 38.246, 96.563
-31.354, 38.023, 96.563
-29.362, 37.844, 97.368
-27.368, 37.697, 98.063
-25.371, 37.579, 98.063
-23.373, 37.495, 98.678
-21.375, 37.425, 99.239
-19.375, 37.367, 99.771
-17.376, 37.322, 99.771
-15.376, 37.279, 99.706
-13.377, 37.236, 99.17
-11.377, 37.189, 99.17
-9.378, 37.129, 98.202
-7.38, 37.057, 95.581
-5.381, 36.97, 92.886
-3.385, 36.846, 90.11
-1.391, 36.694, 87.245
0.6, 36.507, 84.284
2.586, 36.275, 81.215
4.563, 35.974, 78.025
6.529, 35.608, 74.699
8.479, 35.167, 71.219
10.407, 34.636, 67.56
12.302, 33.997, 63.689
14.141, 33.212, 59.568
15.908, 32.277, 55.141
17.578, 31.179, 50.329
19.117, 29.906, 45.008
20.491, 28.458, 38.97
21.671, 26.848, 31.808
22.639, 25.103, 22.47
23.427, 23.278, 0
23.427, 23.278, 0
31.353, 4.916, 0
endData
127
100
200
-55.988, 60.673, -57.315, 19.274, 13.343, 52.469, 23.427, 23.278
